Product ID,product_name,l1_category_name,l2_category_name,business_tagging,primary_vendor_name,Ship Date,Batch,Yes,Check
27159,Dua Kelinci Kacang Garing 75 gram,Snack,Kacang,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 11,Yes,Dry
1404,Dua Kelinci Kacang Lofet Daun Jeruk 120 gram,Snack,Kacang,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 09,Yes,Dry
2886,Dua Kelinci Kacang Shanghai 180 gram,Snack,Kacang Telur & Kulit,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 08,Yes,Dry
1402,Dua Kelinci Kacang Sukro Original 60 gram,Snack,Pilus & Kuaci,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 05,Yes,Dry
1403,Dua Kelinci Kacang Sukro Oven Bawang 95 gram,Snack,Pilus & Kuaci,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 11,Yes,Dry
1407,Dua Kelinci Kacang Sukro Oven Jagung Bakar 95 gram,Snack,Pilus & Kuaci,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 09,Yes,Dry
18076,Dua Kelinci Tos Tos Korean Bbq Tortilla Chips 145 gram,Snack,Chips,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 10,Yes,Dry
18077,Dua Kelinci Tos Tos Nacho Cheese Tortilla Chips 145 gram,Snack,Chips,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 10,Yes,Dry
18078,Dua Kelinci Tos Tos Roasted Corn Tortilla Chips 145 gram,Snack,Chips,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 11,Yes,Dry
12640,Sukro Kacang Original 100gram 100 gram,Snack,Kacang,QUICK_COMMERCE,Dua Kelinci,5 Mar 2025,Batch 12,Yes,Dry
18075,Tic Tac Ori 80 gram,Snack,Pilus & Kuaci,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 10,Yes,Dry
13494,Tic Tac Pedas 80 gram,Snack,Pilus & Kuaci,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 10,Yes,Dry
13496,Tic Tac Rasa Sapi Panggang 80 gram,Snack,Pilus & Kuaci,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Dua Kelinci,5 Mar 2025,Batch 09,Yes,Dry
35263,Accu-Chek Softclix 100 Lancets,Alat Kesehatan,Alat Kesehatan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
40833,Apialys Drops Multivitamin Anak 10 ml,Vitamin,Suplemen,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 10,Yes,Dry
28667,Bisolvon Kids Sirup Obat Batuk Anak 60 ml,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
28668,Bisolvon Solution Obat Batuk 50 ml,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
18318,Caladine Baby Bar Soap With Anti Irritant 85 gram,Kebutuhan Ibu & Bayi,Kebersihan Bayi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
1292,Caladine Baby Liquid Powder Perawatan Bayi 100 gram,Kebutuhan Ibu & Bayi,Perawatan Bayi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
"3706,Counterpain Cream 30 gram,Obat-obatan,""Tulang, Otot, Sendi"",QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry"
41256,CTM 4 Mg Obat Alergi Rhinitis Gatal Gatal dan Biduran 12 Tablet 50 ml,Obat-obatan,Obat Umum,QUICK_COMMERCE,Mandjur,5 Mar 2025,Batch 10,Yes,Dry
28648,Degirol Tablet Hisap Permen Sakit Tenggorokan 10 Tablet,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 05,Yes,Dry
35790,Dermatix Ultra Gel Penghilang Bekas Luka 9 gr 9 gram,Obat-obatan,Salep & Krim,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
28672,Dulcolax Untuk Mengatasi Konstipasi Pencernaan & Lambung 10 Tablet,Obat-obatan,Pencernaan & Lambung,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 09,Yes,Dry
29430,Entrostop Obat Diare Pencernaan & Lambung 2 Blister,Obat-obatan,Pencernaan & Lambung,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
35795,FreshKon Clear Refreshing Drops Cairan Softlens 10 mL 10 ml,Obat-obatan,Mata,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
33956,Incidal-OD 10mg  / Mengatasi Alergi 1 Strip  4 Kapsul,Obat-obatan,Pencernaan & Lambung,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 09,Yes,Dry
17763,Kool Fever Demam 1sheets 1 Sheets,Obat-obatan,Sakit Kepala & Flu,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 07,Yes,Dry
40417,Magic Power Tissue Magic isi 6 Sachet 1 Pack,Alat Kesehatan,Alat Kesehatan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 10,Yes,Dry
35792,Maltofer Drops Obat Tetes Penambah Darah 30 ml,Obat-obatan,Obat Umum,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
35791,Maltofer Tablet Kunyah Penambah Darah 6 Tablet 6 Tablet,Obat-obatan,Obat Umum,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
36284,Meprothion L-Glutathion Reduced 500 mg Suplemen Pencerah dan Kesehatan 1 Strip 10 Tablet 10 Tablet,Vitamin,Suplemen,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
615,Nin Jiom Pei Pa Koa/Obat batuk Ibu dan Anak  150 ml,Obat-obatan,Mulut & Tenggorokan,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
33747,Nin Jiom Pei Pa Koa/Obat batuk Ibu dan Anak 75 ml,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
40778,Obh Nellco Special Pe Menthol Sirup 100 ml,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 10,Yes,Dry
33967,Omron Thermometer Digital MC-246 1 pcs,Alat Kesehatan,Alat Kesehatan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
34205,Po Chai Pills Obat Sakit Perut 10 Bottles,Obat-obatan,Pencernaan & Lambung,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
6285,PROVE D3 Tablet Vitamin D3 1000 IU Strip 10 Tablet,Vitamin,Vitamin,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
847,Renu Fresh Multi Purpose Solution Cairan Softlens Travel 60 ml,Obat-obatan,Mata,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 08,Yes,Dry
28558,Rohto V-Extra Obat Tetes Mata 7 ml,Obat-obatan,Mata,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
35958,Safe Care Minyak Angin Oil 30Ml 30 ml,Obat-obatan,Minyak Angin,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
35957,Safe Care Minyak Anginl 10Ml 10 ml,Obat-obatan,Minyak Angin,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
35794,Siang Pure Minyak Angin 25ml 25 ml,Obat-obatan,Minyak Angin,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
33961,Siladex Mucolytic & Expectorant (Siladex Batuk Berdahak) 60 ml,Obat-obatan,Mulut & Tenggorokan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
35264,Strip Autocheck Glucose 25 Strips,Alat Kesehatan,Alat Kesehatan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 11,Yes,Dry
36915,Sumagesic 600mg Strip Obat Demam Nyeri 4 Tablet,Obat-obatan,Obat Umum,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 10,Yes,Dry
1394,Thrombophob Gel Salep 20 gram,Obat-obatan,Salep & Krim,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry
"35805,Zheng Gu Shui Minyak Gosok 100ml 100 ml,Obat-obatan,""Tulang, Otot, Sendi"",QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mandjur,5 Mar 2025,Batch 12,Yes,Dry"
13357,Biskuat Energy Cokelat Reno Biskuit 106gram 106 gram,Biskuit,Cookies & Sticks,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 08,Yes,Dry
13355,Biskuat Energy Original Reno Biskuit 106 gram,Biskuit,Cookies & Sticks,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 08,Yes,Dry
41751,Cadbury Dairy Milk Oreo 60G,Cokelat,Chocolate Bars,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 10,Yes,Dry
1221,Oreo Biskuit Vanilla/Biscuit 119 gram,Biskuit,Sandwich,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 05,Yes,Dry
8942,Oreo Choco Vanilla Wafer 140 gram,Biskuit,Wafer,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 09,Yes,Dry
32497,Oreo Chocolate Biscuits 27 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 11,Yes,Dry
12493,Oreo Chocolate Creme Biscuits 119 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 12,Yes,Dry
1000,Oreo Dark & White Chocolate Biscuits 119 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 12,Yes,Dry
12501,Oreo Dessert Treats Neapolitan (3 x 131g) 393 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 10,Yes,Dry
919,Oreo Double Stuff Biscuits 131 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 08,Yes,Dry
6554,Oreo Mini Chocolate Mini Cookies 61gram 61 gram,Biskuit,Sandwich,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 09,Yes,Dry
12496,Oreo Mini Vanila 61.3gr 61gram 61 gram,Biskuit,Sandwich,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 11,Yes,Dry
9729,Oreo Playpack Minion (2 x 119.6g) 256 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 10,Yes,Dry
999,Oreo Red Velvet Biscuits 119 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 11,Yes,Dry
1001,Oreo Strawberry Biscuits 119 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 09,Yes,Dry
18200,Ritz Biscuit Crackers 300gram 300 gram,Biskuit,Crackers & Pie,QUICK_COMMERCE,Mondelez,5 Mar 2025,Batch 12,Yes,Dry
25857,Ritz Cokelat Biskuit Sandwich 91 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 08,Yes,Dry
33656,Ritz Keju Biskuit Sandwich 91 gram,Biskuit,Sandwich,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondelez,5 Mar 2025,Batch 09,Yes,Dry
1116,Monde Boromon Cookies Original Bebas Gluten Snack Bayi 100 gram,Makanan & Susu Bayi,Snack & Biskuit Bayi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondemart,7 Mar 2025,Batch 10,Yes,Dry
3436,Monde Butter Cookies Biskuit  Kaleng 454 gram,Biskuit,Assorted,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondemart,7 Mar 2025,Batch 10,Yes,Dry
3435,Monde Butter Cookies Biskuit Kaleng  908 gram,Biskuit,Assorted,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondemart,7 Mar 2025,Batch 10,Yes,Dry
3437,Monde Egg Roll Original Biskuit Kaleng 600 gram,Biskuit,Cookies & Sticks,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondemart,7 Mar 2025,Batch 11,Yes,Dry
2108,Nissin Walens Choco Soes 100 gram,Biskuit,Cookies & Sticks,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Mondemart,7 Mar 2025,Batch 06,Yes,Dry
1874,Fibe Mini Fiber Drink 100 ml,Minuman,Minuman Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 08,Yes,Dry
36268,Fibe-Mini Minuman Serat Multipack 100ml 6 Bottles,Minuman,Minuman Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 12,Yes,Dry
15310,Ion Water Pet 500 ml,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 12,Yes,Dry
462,Oronamin C Drink 120 ml,Minuman,Minuman Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 08,Yes,Dry
4487,Pocari Sweat Minuman Isotonik Botol 2 Liter,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 04,Yes,Dry
15312,Pocari Sweat Minuman Isotonik Botol 350 ml,Minuman,Soda & Minuman Olahraga,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 09,Yes,Dry
361,Pocari Sweat Minuman Isotonik Botol 500 ml,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 09,Yes,Dry
4486,Pocari Sweat Minuman Isotonik Botol 900 ml,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 11,Yes,Dry
15314,Pocari Sweat Minuman Isotonik PET Multipack 350ml 6 Bottles,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 09,Yes,Dry
15302,Pocari Sweat Mp 500ml 4 Bottles,Minuman,Soda & Minuman Olahraga,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 12,Yes,Dry
4384,Soyjoy Almond Chocolate Healthy Snack Bar 30 gram,Snack,Snack Sehat,ASTRO_GO_&_QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 11,Yes,Dry
4386,Soyjoy Danish Cheese Healthy Snack Bar 28 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 09,Yes,Dry
40681,SOYJOY Danish Cheese Multipack isi 6 200 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 10,Yes,Dry
40682,SOYJOY Kurma Nastar Multipack isi 6 200 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 10,Yes,Dry
40680,SOYJOY Open Sesame Multipack isi 6 200 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 10,Yes,Dry
"40683,""Soyjoy Snack Bar Kedelai Kurma Nastar 30g"
" 30 gram"",Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 10,Yes,Dry"
34774,Soyjoy Snack Bar Open Sesame Healthy Snack Bar 30 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 09,Yes,Dry
25144,Soyjoy Tropical Cranberries Healthy Snack Bar 30 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 11,Yes,Dry
40679,SOYJOY Tropical Cranberries Multipack isi 6 200 gram,Snack,Snack Sehat,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,Otsuka,5 Mar 2025,Batch 10,Yes,Dry
1224,Ajinomoto Umami Seasoning Penyedap 250 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 08,Yes,Dry
11445,Masako Bumbu Kaldu Ayam Penyedap 100 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 12,Yes,Dry
4137,Masako Bumbu Kaldu Ayam Penyedap 250 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 08,Yes,Dry
4138,Masako Bumbu Kaldu Sapi Penyedap 250 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 09,Yes,Dry
11472,Mayumi Pedas Sachet/Mayonaise 100 gram,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 11,Yes,Dry
11473,Mayumi Sachet/Mayonaise 100 gram,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 11,Yes,Dry
4157,Sajiku Tepung Bumbu Serbaguna 220 gram,Bahan Masak & Bumbu,Tepung Bumbu,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 10,Yes,Dry
13282,Sajiku Tepung Bumbu Serbaguna 80gram 80 gram,Bahan Masak & Bumbu,Tepung Bumbu,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 12,Yes,Dry
19865,Saori Saus Lada Hitam Sachet 26 ml,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 12,Yes,Dry
11953,Saori Saus Teriyaki Botol 135 ml,Bahan Masak & Bumbu,Saus Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 10,Yes,Dry
2017,Saori Saus Tiram Botol 270 ml,Bahan Masak & Bumbu,Saus Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 05,Yes,Dry
11957,Saori Saus Tiram Sachet 23 ml,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Ajinomoto Sales Indonesia,8 Mar 2025,Batch 08,Yes,Dry
5202,Sushi Nori Rumput Laut Panggang 50gr 20 pcs,Bahan Masak & Bumbu,Taburan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT ANEKA DASUIB JAYA LIPPO,4 Mar 2025,Batch 03,Yes,Dry
32366,Sushi Nori Seaweed Rumput Laut Panggang 25gr 10 Sheets,Bahan Masak & Bumbu,Taburan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT ANEKA DASUIB JAYA LIPPO,4 Mar 2025,Batch 08,Yes,Dry
1286,Dua Belibis Saus Cabe 24 Sachets,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 10,Yes,Dry
2009,Dua Belibis Saus Cabe 340 ml,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 02,Yes,Dry
19125,Dua Belibis Saus Sambal 535 ml,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 09,Yes,Dry
2010,Dua Belibis Saus Tomat 135 ml,Bahan Masak & Bumbu,Saus & Sambal,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 09,Yes,Dry
32713,Koepoe Kayu Manis Bubuk 35 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 12,Yes,Dry
1281,Koepoe Koepoe Baking Powder 45 gram,Tepung & Bahan Kue,Tepung & Bahan Kue,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 12,Yes,Dry
1280,Koepoe Koepoe Biji Selasih 50 gram,Tepung & Bahan Kue,Tepung & Bahan Kue,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 12,Yes,Dry
5689,Koepoe Koepoe Jinten Bubuk 32 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 12,Yes,Dry
1278,Koepoe Koepoe Lada Putih Bubuk 85 gram,Bahan Masak & Bumbu,Bumbu Masak,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 11,Yes,Dry
1285,Koepoe Koepoe Pasta Pandan 60 ml,Tepung & Bahan Kue,Pewarna & Pemanis,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 11,Yes,Dry
1284,Koepoe Koepoe Perisa Vanilla 20 gram,Tepung & Bahan Kue,Pewarna & Pemanis,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 12,Yes,Dry
35245,Koepoe Koepoe Pewarna Makanan Orange 30 ml,Tepung & Bahan Kue,Pewarna & Pemanis,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 11,Yes,Dry
1282,Koepoe Koepoe Soda Kue 81 gram,Tepung & Bahan Kue,Tepung & Bahan Kue,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Anggana Catur Prima,3 Mar 2025,Batch 04,Yes,Dry
1670,Dettol Cairan Antiseptik - Antiseptic Liquid 245 ml,Alat Kesehatan,Antiseptik & Disinfektan,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 09,Yes,Dry
18933,Dettol Lavender Pembersih Lantai 700 ml,Perawatan Rumah,Pembersih Lantai,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 12,Yes,Dry
18949,Dettol Onzen Momo & Raspberry 410 ml,Kebersihan Badan,Refill Sabun Mandi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 10,Yes,Dry
18934,Dettol Pine Pembersih Lantai 700 ml,Perawatan Rumah,Pembersih Lantai,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 11,Yes,Dry
1362,Dettol Sabun Batang Anti bakteri - Bar Soap Fresh 100gr 5 pcs,Kebersihan Badan,Sabun Batang,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 09,Yes,Dry
1361,Dettol Sabun Batang Anti bakteri - Bar Soap Original 100gr 5 pcs,Kebersihan Badan,Sabun Batang,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 09,Yes,Dry
2289,Dettol Sabun Mandi Cair - Body Wash Cool 370 ml,Kebersihan Badan,Refill Sabun Mandi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 09,Yes,Dry
7153,Dettol Sabun Mandi Cair - Body Wash Cool 720 ml,Kebersihan Badan,Refill Sabun Mandi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 09,Yes,Dry
18925,Dettol Sabun Mandi Cair - Body Wash Fresh 370 ml,Kebersihan Badan,Refill Sabun Mandi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 11,Yes,Dry
26378,Dettol Sabun Mandi Cair - Body Wash Fresh 720 ml,Kebersihan Badan,Refill Sabun Mandi,QUICK_COMMERCE_&_SCHEDULE_DELIVERY,PT Bina San Prima (PULO GADUNG),8 Mar 2025,Batch 11,Yes,Dry
